City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
sasykoli,88,RU,1554661926,94,47.55,47,9.78,3.16
kargopol,0,RU,1554661927,76,61.51,38.95,-0.57,3.31
les cayes,0,HT,1554661927,87,18.19,-73.75,28.58,5.81
dongsheng,0,CN,1554661927,74,29.72,112.52,21.08,5.56
roebourne,44,AU,1554661928,89,-20.77,117.15,24.38,1.26
pimentel,36,BR,1554661928,75,-3.7,-45.5,30.63,0.96
makakilo city,1,US,1554661828,69,21.35,-158.09,24.44,1.5
linjiang,20,CN,1554661929,58,41.81,126.91,-1.82,2.31
dudinka,92,RU,1554661929,90,69.41,86.18,-6.02,7.41
chuy,20,UY,1554661929,86,-33.69,-53.46,22.48,2.06
fare,88,PF,1554661930,100,-16.7,-151.02,28.58,7.11
eyemouth,92,GB,1554661916,100,55.87,-2.09,7.22,4.6
puerto carreno,20,CO,1554660000,41,6.19,-67.49,36,3.6
iquitos,90,PE,1554660000,88,-3.75,-73.25,24,2.6
simao,24,CN,1554661931,81,22.76,100.79,15.63,0.76
port hardy,75,CA,1554660000,87,50.7,-127.42,8,6.2
panguna,92,PG,1554661931,89,-6.32,155.48,24.43,1.06
baherden,48,TM,1554661932,98,38.44,57.43,12.83,1.01
montepuez,92,MZ,1554661932,65,-13.13,39,27.38,4.91
kalmunai,20,LK,1554661932,96,7.42,81.82,24.58,1.41
san pedro,0,AR,1554661471,36,-33.68,-59.66,27.22,1.34
socorro,76,PH,1554661815,87,13.06,121.41,26.11,0.45
lasa,20,CY,1554661861,87,34.92,32.53,17,2.6
nhamunda,44,BR,1554661937,89,-2.19,-56.71,27.18,0.51
baie-saint-paul,0,CA,1554661902,46,47.44,-70.51,5,0.45
portel,40,PT,1554660000,77,38.31,-7.71,16,5.7
guadalajara,75,ES,1554661926,81,40.63,-3.16,11.67,1.5
ugoofaaru,0,MV,1554661938,100,5.67,73,29.63,0.26
aswan,56,EG,1554661938,29,24.09,32.9,26.38,2.71
nanortalik,12,GL,1554661939,96,60.14,-45.24,0.53,1.86
kungurtug,80,RU,1554661939,76,50.6,97.53,-6.12,2.56
mercedes,0,UY,1554661940,51,-33.25,-58.03,24.18,1.91
poum,75,MK,1554660000,62,41.28,20.71,12,1.5
vizinga,92,RU,1554661941,96,61.08,50.08,2.78,2.86
clonakilty,75,IE,1554661750,87,51.62,-8.87,8.89,5.7
henties bay,0,NA,1554660129,88,-22.12,14.28,15,2.24
clyde river,20,CA,1554660000,78,70.47,-68.59,-11,3.6
sobolevo,80,RU,1554661942,55,54.43,31.9,8.03,3.96
paracuru,20,BR,1554661090,66,-3.41,-39.03,30,8.2
ayagoz,0,KZ,1554661943,69,47.96,80.43,-0.07,3.66
bagdarin,8,RU,1554661891,61,54.44,113.59,-11.67,0.76
huilong,8,CN,1554661943,84,28.89,110.18,15.38,1.66
urdoma,92,RU,1554661944,96,61.74,48.55,3.08,2.31
jalu,0,LY,1554661944,45,29.03,21.55,23.53,1.16
qaqortoq,8,GL,1554659400,94,60.72,-46.03,0,2.1
atar,0,MR,1554661944,14,20.52,-13.05,29.28,3.91
neiafu,40,TO,1554660000,88,-18.65,-173.98,27,1
broome,75,GB,1554661943,100,52.47,1.45,10,2.6
ketchikan,90,US,1554659760,81,55.34,-131.65,8,10.3
wasilla,1,US,1554661808,52,61.58,-149.44,6.67,2.6
bathsheba,40,BB,1554660000,62,13.22,-59.52,29,10.3
crib point,0,AU,1554661942,79,-38.35,145.2,16.67,7.56
carnot,56,CF,1554661947,73,4.94,15.87,26.98,4.01
high level,90,CA,1554660000,78,58.52,-117.13,0,2.1
khor,0,RU,1554661948,77,47.88,134.96,-6.62,1.36
bonfim,75,BR,1554656400,43,-20.33,-44.24,31,2.1
idaho falls,90,US,1554661650,66,43.49,-112.04,11.11,7.2
bonoua,20,CI,1554660000,74,5.27,-3.6,30,5.7
lachi,12,PK,1554661949,98,33.38,71.34,13.43,1.21
kahului,20,US,1554661784,69,20.89,-156.47,24,2.31
kinna,0,SE,1554661939,48,57.51,12.69,10,4.6
hirara,0,JP,1554661880,98,24.8,125.28,24.43,1.56
bohdan,0,PL,1554661852,65,53.21,23.06,10,2.51
praia da vitoria,40,PT,1554661822,59,38.73,-27.07,16,10.76
egvekinot,20,RU,1554661950,79,66.32,-179.17,-16.02,3.01
sur,12,OM,1554661951,78,22.57,59.53,27.93,1.41
barcelos,90,PT,1554661859,93,41.53,-8.62,14,7.2
axim,20,GH,1554661952,95,4.87,-2.24,28.98,7.61
lorengau,92,PG,1554661952,100,-2.02,147.27,26.48,2.56
nyurba,0,RU,1554661952,69,63.29,118.35,-3.17,2.96
sorong,36,ID,1554661952,100,-0.86,131.25,27.78,0.61
hakui,75,JP,1554661839,70,36.89,136.78,10.56,3.1
lichinga,0,MZ,1554661953,84,-13.3,35.25,19.78,1.86
dosso,8,NE,1554661954,17,13.05,3.19,36.38,3.46
ende,8,ID,1554661954,100,-8.84,121.65,27.53,2.41
falam,8,MM,1554661955,82,22.91,93.68,14.08,0.66
bitung,40,ID,1554660000,94,1.44,125.19,24,1
north battleford,1,CA,1554661137,66,52.78,-108.3,10,1
kedrovyy,40,RU,1554660000,63,56.17,91.82,-3,2
kaffrine,0,SN,1554660000,14,14.1,-15.55,40,4.1
koraput,0,IN,1554661956,75,18.81,82.72,18.38,1.76
sao joao dos patos,32,BR,1554661957,85,-6.5,-43.7,27.88,1.41
hualmay,8,PE,1554661957,68,-11.1,-77.61,25.38,2.31
znamenskoye,0,RU,1554661957,69,57.13,73.82,-5.62,1.51
takaka,56,NZ,1554661606,76,-40.86,172.81,11.11,2.16
da lat,12,VN,1554661894,88,11.95,108.44,15.88,0.66
acapulco,40,MX,1554659340,74,16.86,-99.88,28,4.6
iralaya,20,HN,1554660000,55,15,-83.23,31,4.6
grabouw,75,ZA,1554661887,93,-34.15,19.01,19.44,4.6
acevedo,88,CO,1554661959,99,1.81,-75.89,21.23,1.16
santa vitoria do palmar,20,BR,1554661959,86,-33.52,-53.37,22.48,2.06
karasjok,75,NO,1554659400,74,69.47,25.52,-1,4.1
kalemie,0,CD,1554661960,99,-5.95,29.2,25.53,0.71
imbituba,75,BR,1554660000,88,-28.24,-48.67,22,3.1
dharchula,8,IN,1554661961,84,29.85,80.53,1.68,0.96
ambilobe,20,MG,1554661961,65,-13.19,49.05,27.78,4.11
eyl,0,SO,1554661961,100,7.98,49.82,25.93,2.46
baltasi,80,RU,1554661962,95,56.34,50.21,0.63,3.56
madimba,75,CM,1554660000,88,4.42,9.93,28,0.5
huarmey,8,PE,1554661962,56,-10.07,-78.15,25.93,1.66
twin falls,90,US,1554661822,58,42.57,-114.46,14,3.6
ravar,88,IR,1554661963,37,31.27,56.81,20.73,1.61
lata,24,IN,1554661963,97,30.78,78.62,6.88,1.06
katherine,90,AU,1554660000,94,-14.47,132.26,23,3.1
dali,8,CN,1554661964,100,25.6,100.24,8.13,1.16
torfyanoy,88,RU,1554661964,96,58.49,49.2,1.83,5.96
aksu,0,KZ,1554660000,79,52.04,76.93,-3,4
renfrew,90,GB,1554661802,93,55.88,-4.39,8,5.7
cobija,75,BR,1554660000,54,-11.02,-68.77,28,4.6
xining,88,CN,1554661966,97,36.62,101.77,3.38,1.06
autazes,88,BR,1554661966,99,-3.58,-59.13,26.08,1.76
sungairaya,8,ID,1554661966,84,0.7,108.9,25.38,1.21
marsa matruh,75,EG,1554656400,88,31.35,27.25,17,3.1
yulara,0,AU,1554656400,35,-25.24,130.99,21,2.6
vieques,40,PR,1554661881,52,18.43,-65.83,31,7.2
marsh harbour,0,BS,1554661752,98,26.54,-77.06,25.18,5.31
ca mau,0,VN,1554661968,100,9.18,105.15,24.43,2.51
nantucket,1,US,1554661696,70,41.28,-70.1,15,5.7
pordim,75,BG,1554661951,62,43.38,24.85,12.22,1
shingu,80,JP,1554661968,100,33.72,135.99,15.28,2.86
koumac,0,NC,1554661969,98,-20.56,164.28,20.13,3.21
urucara,88,BR,1554661969,99,-2.54,-57.76,23.48,0.46
warangal,0,IN,1554661969,59,17.99,79.6,26.38,3.76
saldanha,92,PT,1554661970,98,41.42,-6.55,7.93,3.46
saint-georges,0,CA,1554661897,65,46.12,-70.67,6.67,4.02
gouyave,20,GD,1554660000,62,12.16,-61.73,29,7.7
ust-kuyga,0,RU,1554661971,57,70,135.55,-18.72,1.36
tangzhai,12,CN,1554661972,92,26.73,109,18.58,3.01
erzin,75,TR,1554661704,72,36.95,36.2,18.33,9.8
luderitz,0,NA,1554661972,82,-26.65,15.16,16.18,6.01
monterey,1,US,1554661916,63,36.6,-121.89,21.11,3.6
port macquarie,0,AU,1554661804,93,-31.43,152.91,17.78,3.66
scottsbluff,1,US,1554661872,23,41.87,-103.67,18,6.2
nanchang,0,CN,1554661974,88,28.68,115.89,17.43,1.86
sovetskaya gavan,36,RU,1554661974,82,48.97,140.29,-3.72,1.41
bud,75,NO,1554661829,48,62.91,6.91,4.44,6.2
buchanan,40,LR,1554660000,70,5.88,-10.05,30,4.1
maracaju,68,BR,1554661975,83,-21.61,-55.17,23.58,3.01
palana,0,RU,1554661975,65,59.08,159.95,-11.12,1.56
evensk,0,RU,1554661766,90,61.92,159.24,-4.72,7.61
berezanskaya,0,RU,1554661817,64,45.7,39.6,12.78,6.61
klyuchi,0,RU,1554661976,60,52.25,79.17,-1.72,3.11
leshukonskoye,44,RU,1554661976,82,64.9,45.76,-1.52,1.41
